date;time;sale_point_number;operation_number;sum_operation
05.01.2018;07:00;office14;665;28191.44
09.05.2018;18:00;office15;666;69246.17
02.10.2018;05:00;office1;667;31188.44
09.09.2018;23:00;office3;668;42768.25
22.06.2018;14:00;office6;669;71816.12
01.12.2018;16:00;office9;670;16131.29
18.07.2018;23:00;office1;671;84184.27
16.02.2018;17:00;office16;672;30920.38
02.07.2018;19:00;office5;673;35233.44
02.08.2018;01:00;office13;674;24244.24
23.04.2018;09:00;office4;675;29225.33
27.08.2018;17:00;office9;676;36585.21
11.02.2018;11:00;office6;677;73643.24
19.10.2018;07:00;office7;678;89627.32
25.03.2018;20:00;office11;679;16580.39
02.11.2018;01:00;office7;680;86787.21
08.05.2018;06:00;office3;681;93314.18
01.09.2018;02:00;office16;682;55291.17
10.12.2018;22:00;office13;683;67668.47
26.11.2018;05:00;office2;684;10638.37
03.08.2018;16:00;office3;685;85873.16
21.04.2018;04:00;office10;686;99800.29
13.03.2018;09:00;office2;687;55880.12
12.05.2018;00:00;office3;688;39966.46
01.02.2018;01:00;office10;689;19042.3
29.04.2018;06:00;office10;690;50477.17
20.02.2018;05:00;office13;691;56809.5
07.04.2018;05:00;office4;692;54612.22
17.02.2018;05:00;office12;693;63559.24
19.08.2018;09:00;office8;694;52698.5
11.02.2018;09:00;office1;695;70965.21
08.01.2018;22:00;office5;696;39810.24
05.02.2018;12:00;office7;697;36042.39
25.07.2018;14:00;office12;698;51754.39
01.09.2018;22:00;office14;699;56684.32
25.11.2018;09:00;office9;700;22535.16
28.10.2018;03:00;office14;701;32689.4
17.09.2018;15:00;office14;702;83726.36
21.12.2018;21:00;office11;703;77548.16
21.03.2018;14:00;office4;704;58318.4
06.11.2018;17:00;office5;705;65900.4
19.09.2018;03:00;office7;706;57316.47
25.08.2018;11:00;office9;707;54032.22
22.03.2018;10:00;office1;708;89774.22
15.02.2018;03:00;office15;709;56070.24
23.03.2018;22:00;office12;710;24737.14
21.03.2018;12:00;office5;711;30556.41
26.09.2018;00:00;office7;712;59774.29
04.07.2018;16:00;office6;713;41759.29
22.10.2018;06:00;office6;714;93413.12
22.04.2018;05:00;office1;715;85074.18
05.10.2018;02:00;office7;716;96865.18
07.07.2018;22:00;office7;717;92194.24
25.03.2018;00:00;office10;718;52992.18
25.06.2018;01:00;office7;719;82074.47
20.03.2018;04:00;office3;720;18615.27
06.09.2018;19:00;office5;721;43097.41
07.07.2018;17:00;office13;722;59107.25
17.12.2018;13:00;office9;723;49144.19
18.06.2018;18:00;office10;724;16521.18
07.10.2018;21:00;office2;725;35200.44
20.05.2018;21:00;office1;726;24031.19
22.11.2018;20:00;office10;727;41818.23
29.01.2018;05:00;office5;728;64204.14
25.08.2018;02:00;office5;729;25585.19
25.09.2018;04:00;office3;730;30499.37
24.12.2018;12:00;office13;731;51644.34
01.03.2018;10:00;office3;732;17966.12
31.10.2018;09:00;office1;733;33276.36
26.08.2018;16:00;office12;734;29704.14
16.08.2018;23:00;office16;735;10780.16
11.02.2018;10:00;office7;736;36081.49
22.04.2018;23:00;office5;737;43801.41
22.06.2018;08:00;office9;738;17195.41
25.05.2018;02:00;office1;739;52750.35
02.08.2018;11:00;office3;740;95033.2
01.07.2018;03:00;office8;741;56688.46
17.07.2018;00:00;office13;742;24788.28
27.02.2018;17:00;office15;743;87038.23
04.03.2018;13:00;office3;744;85711.4
15.03.2018;03:00;office5;745;50598.38
21.07.2018;14:00;office1;746;62973.31
27.12.2018;10:00;office10;747;48968.36
21.12.2018;14:00;office6;748;72534.28
20.07.2018;04:00;office16;749;10777.49
13.07.2018;06:00;office7;750;40989.26
17.07.2018;06:00;office14;751;95102.14
21.10.2018;23:00;office8;752;11817.34
03.04.2018;06:00;office9;753;21446.19
25.05.2018;23:00;office12;754;77779.22
10.11.2018;11:00;office10;755;16176.25
08.11.2018;13:00;office13;756;75920.22
01.07.2018;05:00;office11;757;54584.13
12.09.2018;13:00;office10;758;91429.18
04.07.2018;12:00;office15;759;86009.29
08.01.2018;02:00;office4;760;17972.34
18.08.2018;17:00;office12;761;56137.25
10.09.2018;21:00;office5;762;54177.23
20.12.2018;07:00;office6;763;87555.42
09.06.2018;09:00;office12;764;59927.31
11.07.2018;07:00;office10;765;81365.28
29.09.2018;04:00;office6;766;56245.43
08.06.2018;21:00;office12;767;39200.32
14.12.2018;21:00;office12;768;69431.27
04.10.2018;15:00;office9;769;38421.3
27.02.2018;08:00;office7;770;79536.23
20.07.2018;06:00;office9;771;48744.45
17.11.2018;18:00;office12;772;11542.12
27.08.2018;04:00;office5;773;91378.25
12.04.2018;12:00;office2;774;92069.26
04.12.2018;19:00;office16;775;25413.5
14.10.2018;10:00;office10;776;26493.46
14.08.2018;14:00;office5;777;34384.18
01.07.2018;09:00;office8;778;83143.21
27.08.2018;03:00;office14;779;32474.25
31.08.2018;17:00;office8;780;82236.21
23.12.2018;03:00;office4;781;54147.48
25.08.2018;08:00;office6;782;55677.22
09.07.2018;23:00;office6;783;41098.32
13.08.2018;17:00;office11;784;16388.28
07.08.2018;17:00;office2;785;78929.31
13.02.2018;01:00;office11;786;16218.21
03.04.2018;21:00;office8;787;22559.35
17.04.2018;00:00;office9;788;44051.36
03.02.2018;06:00;office11;789;88339.47
07.12.2018;15:00;office5;790;43876.32
14.06.2018;08:00;office1;791;81563.17
10.12.2018;21:00;office11;792;62336.33
31.08.2018;09:00;office5;793;55766.49
11.09.2018;01:00;office1;794;14152.4
18.04.2018;22:00;office15;795;23418.22
13.08.2018;15:00;office14;796;57597.28
05.09.2018;07:00;office2;797;68489.14
15.05.2018;18:00;office15;798;59352.12
27.11.2018;01:00;office8;799;55817.15
15.08.2018;06:00;office4;800;28920.45
09.09.2018;14:00;office1;801;54437.32
12.03.2018;02:00;office3;802;71139.18
14.05.2018;07:00;office2;803;93236.2
30.07.2018;08:00;office16;804;11299.19
01.03.2018;05:00;office14;805;86827.14
19.07.2018;20:00;office3;806;98693.31
10.03.2018;10:00;office13;807;49555.29
22.06.2018;21:00;office10;808;11679.27
20.07.2018;10:00;office2;809;83683.15
05.11.2018;22:00;office9;810;34315.3
27.06.2018;09:00;office5;811;25943.12
07.07.2018;03:00;office13;812;55394.46
02.01.2018;03:00;office13;813;97403.24
14.06.2018;20:00;office2;814;47760.31
30.12.2018;13:00;office9;815;57454.14
08.01.2018;10:00;office8;816;34407.3
28.09.2018;06:00;office13;817;93955.36
09.01.2018;12:00;office5;818;47053.38
17.01.2018;20:00;office12;819;70681.31
25.10.2018;17:00;office15;820;67998.37
26.08.2018;08:00;office12;821;82368.13
31.03.2018;03:00;office10;822;80507.44
11.05.2018;09:00;office8;823;56002.39
22.11.2018;00:00;office5;824;90054.28
12.02.2018;10:00;office14;825;87423.5
12.07.2018;23:00;office12;826;30944.27
27.01.2018;18:00;office2;827;46142.41
22.11.2018;04:00;office6;828;73435.42
29.06.2018;07:00;office1;829;27714.24
31.07.2018;12:00;office6;830;80765.12
05.04.2018;01:00;office2;831;71352.26
20.09.2018;06:00;office3;832;12646.16
13.09.2018;15:00;office6;833;38804.32
29.05.2018;23:00;office15;834;76022.16
03.12.2018;12:00;office9;835;65177.45
18.12.2018;12:00;office15;836;46019.42
23.08.2018;15:00;office3;837;58006.37
11.04.2018;06:00;office2;838;70446.36
14.12.2018;06:00;office4;839;38815.12
28.11.2018;15:00;office5;840;99434.12
24.02.2018;23:00;office16;841;94839.29
11.04.2018;14:00;office4;842;25042.13
27.05.2018;03:00;office5;843;78212.29
21.02.2018;19:00;office15;844;35941.34
28.11.2018;19:00;office3;845;16457.43
04.06.2018;10:00;office10;846;41249.33
26.04.2018;15:00;office12;847;36483.27
30.10.2018;18:00;office9;848;18638.46
27.02.2018;19:00;office11;849;58603.42
14.03.2018;03:00;office5;850;95945.41
17.08.2018;08:00;office8;851;12470.41
08.04.2018;09:00;office12;852;99940.28
09.06.2018;11:00;office10;853;11477.33
22.02.2018;03:00;office3;854;37019.15
11.12.2018;15:00;office13;855;29704.45
17.04.2018;17:00;office14;856;72341.36
27.08.2018;03:00;office14;857;91922.35
31.12.2019;17:00;office7;858;45010.45
21.10.2018;03:00;office8;859;83526.43
18.06.2018;07:00;office11;860;15222.24
17.10.2018;00:00;office9;861;14236.2
05.09.2018;16:00;office7;862;54179.47
16.08.2018;22:00;office4;863;38354.37
11.01.2018;05:00;office9;864;72550.4
23.09.2018;17:00;office2;865;24296.32
20.01.2018;23:00;office12;866;37496.25
12.05.2018;22:00;office11;867;56272.4
28.12.2018;07:00;office1;868;30037.26
24.07.2018;18:00;office6;869;31233.25
18.11.2018;19:00;office16;870;33019.33
13.07.2018;14:00;office15;871;74171.37
11.09.2018;15:00;office14;872;16675.31
09.07.2018;21:00;office6;873;73633.17
29.05.2018;16:00;office4;874;96675.21
29.10.2018;02:00;office13;875;93453.31
02.09.2018;02:00;office13;876;14593.42
27.10.2018;12:00;office16;877;73345.4
02.06.2018;20:00;office6;878;52053.12
24.12.2018;23:00;office3;879;11479.42
04.08.2018;00:00;office9;880;10990.14
09.06.2018;09:00;office7;881;93037.39
29.11.2018;20:00;office15;882;96249.22
05.06.2018;16:00;office8;883;17432.2
03.10.2018;00:00;office5;884;12643.36
24.06.2018;22:00;office12;885;95656.14
30.07.2018;13:00;office8;886;35559.37
03.04.2018;10:00;office15;887;54842.12
01.02.2018;17:00;office6;888;29263.16
10.08.2018;13:00;office10;889;92052.34
05.09.2018;13:00;office14;890;22907.18
20.12.2018;09:00;office7;891;13901.17
07.10.2018;10:00;office13;892;62413.32
28.01.2018;09:00;office13;893;93482.46
06.02.2018;07:00;office4;894;76205.13
04.10.2018;16:00;office2;895;81749.15
21.08.2018;19:00;office15;896;16095.29
04.12.2018;11:00;office16;897;16708.28
17.07.2018;02:00;office5;898;96469.17
08.02.2018;05:00;office7;899;52229.46
02.02.2018;01:00;office14;900;67104.16
09.09.2018;22:00;office7;901;72816.29
27.03.2018;10:00;office8;902;55740.46
24.12.2018;11:00;office10;903;79963.28
02.04.2018;23:00;office2;904;50130.49
13.08.2018;19:00;office14;905;63665.45
29.07.2018;22:00;office15;906;60617.3
10.01.2018;14:00;office10;907;62754.27
28.04.2018;07:00;office8;908;19067.15
26.03.2018;14:00;office4;909;54561.47
26.07.2018;08:00;office16;910;52361.3
21.02.2018;11:00;office4;911;79419.35
02.06.2018;05:00;office12;912;86350.29
05.12.2018;07:00;office15;913;26132.32
21.10.2018;17:00;office5;914;49043.45
25.08.2018;13:00;office7;915;36049.4
15.05.2018;13:00;office7;916;59678.43
26.12.2018;02:00;office2;917;11086.23
14.09.2018;02:00;office2;918;39328.33
13.01.2018;01:00;office8;919;58421.22
21.03.2018;08:00;office10;920;44640.23
18.08.2018;00:00;office1;921;55453.24
10.08.2018;19:00;office11;922;87128.41
28.09.2018;11:00;office11;923;10298.43
24.02.2018;19:00;office2;924;85939.17
23.08.2018;11:00;office6;925;42664.37
31.01.2018;08:00;office14;926;93754.26
07.06.2018;15:00;office1;927;52635.45
13.10.2018;07:00;office7;928;63739.35
11.08.2018;22:00;office4;929;46788.38
02.03.2018;00:00;office3;930;42139.28
10.10.2018;09:00;office1;931;47464.15
22.12.2018;02:00;office6;932;33817.46
14.11.2018;19:00;office4;933;92218.28
12.06.2018;20:00;office4;934;98765.46
28.08.2018;04:00;office7;935;78442.28
24.10.2018;05:00;office14;936;66154.32
02.06.2018;02:00;office12;937;90329.12
19.07.2018;06:00;office13;938;12651.45
16.08.2018;07:00;office10;939;11072.31
30.05.2018;12:00;office7;940;36032.17
15.03.2018;09:00;office16;941;16688.2
21.02.2018;07:00;office13;942;68912.19
30.06.2018;12:00;office2;943;98824.21
19.12.2018;09:00;office8;944;13055.37
05.07.2018;22:00;office6;945;40211.12
18.07.2018;23:00;office12;946;65986.42
11.03.2018;15:00;office13;947;86849.2
03.12.2018;17:00;office7;948;59096.39
01.09.2018;07:00;office10;949;35045.27
23.05.2018;18:00;office13;950;23843.14
02.02.2018;13:00;office11;951;61540.28
23.12.2018;13:00;office2;952;27178.3
05.02.2018;11:00;office12;953;40532.47
17.04.2018;05:00;office13;954;93211.44
03.05.2018;18:00;office7;955;89548.2
20.04.2018;11:00;office12;956;45947.18
01.02.2018;23:00;office15;957;87507.18
19.06.2018;21:00;office1;958;55100.37
26.08.2018;18:00;office11;959;29154.45
06.01.2018;02:00;office16;960;19656.2
01.03.2018;17:00;office15;961;88615.33
13.12.2018;00:00;office6;962;39555.48
25.08.2018;01:00;office16;963;25605.16
02.10.2018;10:00;office12;964;75457.44
17.01.2018;08:00;office15;965;79964.3
29.03.2018;10:00;office1;966;86067.22
02.08.2018;19:00;office1;967;42045.15
11.12.2018;02:00;office16;968;42108.41
25.12.2018;02:00;office7;969;90153.47
29.05.2018;01:00;office12;970;80508.14
28.06.2018;13:00;office5;971;78074.45
10.03.2018;23:00;office10;972;11004.15
28.10.2018;12:00;office3;973;25484.31
01.11.2018;09:00;office4;974;87914.45
01.09.2018;17:00;office13;975;30663.43
31.05.2018;12:00;office6;976;96413.4
31.08.2018;15:00;office15;977;71994.37
14.12.2018;09:00;office15;978;70930.4
28.01.2018;14:00;office5;979;80137.38
29.03.2018;04:00;office12;980;95037.19
21.11.2018;21:00;office4;981;16803.33
01.04.2018;20:00;office7;982;41021.4
18.05.2018;14:00;office14;983;21473.47
22.10.2018;18:00;office8;984;85696.43
02.08.2018;23:00;office1;985;57108.2
03.11.2018;17:00;office13;986;89686.36
17.04.2018;14:00;office4;987;96124.34
20.09.2018;09:00;office15;988;11712.14
21.06.2018;18:00;office7;989;94331.34
11.06.2018;20:00;office10;990;16105.3
25.03.2018;18:00;office5;991;80179.42
23.01.2018;20:00;office14;992;79952.31
07.06.2018;14:00;office15;993;81642.41
13.04.2018;19:00;office12;994;81906.13
26.05.2018;22:00;office3;995;15372.17
22.11.2018;16:00;office10;996;70168.49
06.10.2018;22:00;office4;997;60910.23
18.12.2018;09:00;office15;998;53164.28
01.12.2018;14:00;office9;999;58259.28
14.09.2018;05:00;office4;1000;45655.24
31.10.2018;11:00;office4;1001;93603.19
06.03.2018;15:00;office13;1002;37234.32
26.03.2018;23:00;office11;1003;75189.49
28.09.2018;09:00;office8;1004;41901.14
05.02.2018;09:00;office12;1005;59697.49
15.08.2018;21:00;office10;1006;62991.18
03.11.2018;12:00;office15;1007;56960.29
29.08.2018;21:00;office1;1008;27577.35
28.11.2018;07:00;office12;1009;95732.34
18.09.2018;13:00;office5;1010;23738.29
29.10.2018;10:00;office14;1011;44954.46
20.08.2018;14:00;office9;1012;90657.12
14.12.2018;11:00;office15;1013;43911.38
18.09.2018;01:00;office6;1014;60328.25
16.12.2018;11:00;office5;1015;51889.2
15.07.2018;05:00;office6;1016;79725.18
21.04.2018;20:00;office8;1017;64135.21
18.05.2018;08:00;office16;1018;74230.18
28.01.2018;23:00;office13;1019;91788.35
13.03.2018;15:00;office16;1020;19049.22
05.08.2018;15:00;office2;1021;96875.2
06.06.2018;14:00;office12;1022;82020.21
13.04.2018;15:00;office9;1023;76078.32
07.05.2018;05:00;office12;1024;32638.3
06.02.2018;19:00;office9;1025;58962.37
24.04.2018;01:00;office4;1026;87757.38
24.01.2018;08:00;office8;1027;99695.3
12.08.2018;21:00;office6;1028;94898.48
08.12.2018;13:00;office12;1029;62467.24
29.09.2018;04:00;office12;1030;99572.18
30.07.2018;14:00;office12;1031;92210.2
04.02.2018;16:00;office16;1032;47080.3
07.11.2018;04:00;office11;1033;64747.33
30.07.2018;07:00;office5;1034;40360.31
13.04.2018;22:00;office7;1035;17408.16
08.12.2018;18:00;office8;1036;77123.16
04.04.2018;06:00;office15;1037;51320.31
13.01.2018;13:00;office16;1038;89783.44
14.11.2018;03:00;office7;1039;22004.47
13.01.2018;13:00;office1;1040;59086.27
19.11.2018;09:00;office16;1041;65758.4
08.12.2018;12:00;office7;1042;99249.3
26.01.2018;10:00;office13;1043;72700.19
14.08.2018;22:00;office12;1044;90265.26
27.10.2018;18:00;office4;1045;11929.35
28.10.2018;09:00;office1;1046;63392.3
26.10.2018;06:00;office16;1047;24820.44
30.03.2018;14:00;office7;1048;85052.12
29.10.2018;02:00;office9;1049;69181.19
13.07.2018;18:00;office9;1050;94564.2
06.06.2018;20:00;office9;1051;98682.13
14.09.2018;11:00;office2;1052;30124.3
21.07.2018;12:00;office3;1053;88497.49
07.08.2018;02:00;office10;1054;93600.22
18.05.2018;00:00;office13;1055;22298.5
31.07.2018;13:00;office2;1056;66175.35
22.03.2018;01:00;office7;1057;18606.3
20.09.2018;17:00;office12;1058;42810.41
08.02.2018;15:00;office9;1059;22547.15
18.01.2018;01:00;office9;1060;98833.18
31.10.2018;20:00;office5;1061;37977.12
04.12.2018;01:00;office11;1062;56635.14
09.06.2018;03:00;office12;1063;90792.12
19.09.2018;01:00;office8;1064;48062.18
02.04.2018;22:00;office7;1065;54800.33
07.08.2018;18:00;office16;1066;94525.38
17.12.2018;18:00;office2;1067;40027.23
25.11.2018;09:00;office9;1068;79215.25
27.02.2018;11:00;office16;1069;59096.18
29.10.2018;23:00;office14;1070;85065.12
17.09.2018;15:00;office1;1071;60436.29
20.02.2018;04:00;office15;1072;32785.29
15.07.2018;19:00;office3;1073;79089.26
10.12.2018;06:00;office16;1074;42886.46
14.12.2018;23:00;office3;1075;34625.26
25.06.2018;13:00;office15;1076;71726.27
07.08.2018;18:00;office14;1077;81458.49
26.03.2018;20:00;office13;1078;34628.28
05.12.2018;13:00;office11;1079;60566.4
12.04.2018;15:00;office2;1080;64215.49
12.06.2018;09:00;office10;1081;66678.23
18.11.2018;23:00;office10;1082;64079.39
16.04.2018;07:00;office12;1083;39928.42
29.10.2018;22:00;office13;1084;30333.28
25.06.2018;10:00;office6;1085;99317.32
24.08.2018;02:00;office4;1086;19230.26
12.06.2018;14:00;office12;1087;80022.16
01.04.2018;11:00;office6;1088;30183.43
08.12.2018;16:00;office6;1089;22558.47
14.07.2018;20:00;office14;1090;36401.18
29.09.2018;18:00;office14;1091;38604.23
08.07.2018;19:00;office14;1092;99660.13
05.07.2018;13:00;office13;1093;74404.23
02.06.2018;17:00;office8;1094;10517.45
23.05.2018;20:00;office14;1095;14931.23
26.09.2018;01:00;office13;1096;43465.19
04.02.2018;17:00;office6;1097;40828.12
26.03.2018;08:00;office9;1098;39464.15
17.01.2018;18:00;office14;1099;89264.25
19.07.2018;08:00;office3;1100;54329.39
20.10.2018;02:00;office13;1101;69298.18
26.08.2018;04:00;office3;1102;79963.33
25.08.2018;23:00;office2;1103;98562.34
06.08.2018;01:00;office11;1104;45255.36
12.11.2018;06:00;office2;1105;77226.26
10.02.2018;11:00;office13;1106;69316.28
06.03.2018;09:00;office5;1107;65136.38
20.01.2018;03:00;office6;1108;48912.22
24.03.2018;11:00;office12;1109;66910.2
19.11.2018;09:00;office16;1110;56166.47
06.03.2018;01:00;office11;1111;69557.23
29.04.2018;22:00;office1;1112;32156.24
05.09.2018;16:00;office3;1113;47082.14
18.10.2018;06:00;office4;1114;12842.2
20.12.2018;06:00;office4;1115;52620.39
08.11.2018;07:00;office2;1116;19284.3
21.04.2018;09:00;office15;1117;47240.26
26.11.2018;20:00;office13;1118;30296.15
10.07.2018;17:00;office12;1119;90707.49
06.12.2018;16:00;office7;1120;92604.13
09.02.2018;23:00;office8;1121;97944.37
02.12.2018;10:00;office3;1122;75062.34
06.06.2018;10:00;office15;1123;68475.37
16.01.2018;21:00;office16;1124;37318.44
20.03.2018;06:00;office8;1125;15819.29
08.02.2018;12:00;office7;1126;59710.35
16.10.2018;18:00;office7;1127;95100.27
20.01.2018;15:00;office1;1128;90638.26
21.08.2018;21:00;office14;1129;79618.37
08.01.2018;09:00;office5;1130;34456.44
18.03.2018;00:00;office3;1131;80388.43
12.10.2018;12:00;office4;1132;34934.29
15.04.2018;09:00;office7;1133;78915.35
23.06.2018;11:00;office10;1134;19603.26
01.01.2018;21:00;office12;1135;32755.21
03.02.2018;06:00;office9;1136;16054.5
06.06.2018;18:00;office5;1137;10995.2
05.07.2018;18:00;office14;1138;98164.12
10.07.2018;23:00;office3;1139;68751.14
17.11.2018;08:00;office16;1140;64423.2
29.09.2018;20:00;office15;1141;44282.15
15.10.2018;10:00;office2;1142;28155.38
18.08.2018;09:00;office6;1143;62577.3
06.12.2018;20:00;office9;1144;86393.23
03.09.2018;16:00;office2;1145;55657.14
02.12.2018;08:00;office16;1146;83544.42
11.01.2018;17:00;office11;1147;97035.27
23.08.2018;15:00;office13;1148;77783.36
29.01.2018;01:00;office16;1149;25635.44
28.10.2018;09:00;office12;1150;54052.32
23.03.2018;09:00;office10;1151;45785.44
02.09.2018;03:00;office10;1152;90732.39
26.06.2018;15:00;office3;1153;95935.45
10.06.2018;11:00;office8;1154;28695.47
09.10.2018;15:00;office15;1155;99316.42
20.08.2018;05:00;office4;1156;60582.35
04.03.2018;15:00;office14;1157;32049.29
03.12.2018;10:00;office13;1158;87492.36
26.09.2018;21:00;office7;1159;82831.38
12.11.2018;13:00;office9;1160;91524.12
17.10.2018;09:00;office6;1161;86271.17
04.04.2018;04:00;office2;1162;65772.48
31.12.2019;10:00;office16;1163;38023.44
26.12.2018;00:00;office12;1164;79380.27
20.04.2018;01:00;office16;1165;15690.41
01.11.2018;05:00;office14;1166;56652.33
21.07.2018;23:00;office5;1167;40459.28
01.01.2018;09:00;office11;1168;82831.42
29.12.2018;23:00;office7;1169;49266.12
19.11.2018;12:00;office6;1170;22339.28
18.07.2018;10:00;office14;1171;53941.44
08.06.2018;11:00;office14;1172;21084.35
23.10.2018;22:00;office6;1173;39829.48
01.12.2018;13:00;office13;1174;64227.4
13.03.2018;07:00;office15;1175;52946.26
18.01.2018;17:00;office14;1176;63200.3
17.02.2018;17:00;office11;1177;51529.21
12.03.2018;05:00;office5;1178;91750.3
15.11.2018;10:00;office7;1179;91857.3
01.07.2018;15:00;office14;1180;57001.47
16.05.2018;17:00;office15;1181;35102.27
09.10.2018;08:00;office11;1182;58884.37
10.06.2018;06:00;office9;1183;60888.23
16.10.2018;22:00;office8;1184;69759.35
24.09.2018;08:00;office5;1185;13053.16
28.08.2018;14:00;office1;1186;71913.25
22.08.2018;17:00;office7;1187;30175.38
23.09.2018;03:00;office12;1188;49429.3
26.04.2018;02:00;office12;1189;30987.13
05.07.2018;02:00;office14;1190;29543.47
21.02.2018;13:00;office11;1191;15705.21
15.08.2018;01:00;office8;1192;71218.46
16.05.2018;22:00;office6;1193;18605.12
24.10.2018;10:00;office14;1194;10371.25
13.07.2018;09:00;office2;1195;13526.15
13.02.2018;11:00;office2;1196;74288.26
29.08.2018;10:00;office8;1197;92263.36
08.05.2018;02:00;office15;1198;20853.44
06.05.2018;22:00;office15;1199;98687.38
11.10.2018;03:00;office9;1200;79882.32
21.04.2018;04:00;office11;1201;85804.4
18.11.2018;01:00;office14;1202;23446.14
15.02.2018;18:00;office8;1203;60834.15
26.12.2018;05:00;office3;1204;65837.4
31.03.2018;01:00;office3;1205;37722.46
11.04.2018;10:00;office4;1206;91264.23
15.07.2018;01:00;office13;1207;65572.32
12.09.2018;20:00;office3;1208;77258.47
28.12.2018;02:00;office3;1209;55511.17
04.01.2018;04:00;office10;1210;62811.41
21.01.2018;23:00;office4;1211;91380.3
26.03.2018;20:00;office4;1212;36640.37
11.04.2018;02:00;office3;1213;30405.42
10.05.2018;03:00;office3;1214;56222.33
11.01.2018;15:00;office9;1215;96924.12
10.10.2018;15:00;office3;1216;82212.18
26.08.2018;10:00;office13;1217;89542.26
16.09.2018;13:00;office9;1218;93080.24
16.06.2018;07:00;office5;1219;12500.23
19.09.2018;17:00;office11;1220;53002.2
29.10.2018;21:00;office5;1221;77139.45
20.03.2018;05:00;office6;1222;98004.23
09.08.2018;17:00;office3;1223;99192.13
27.06.2018;04:00;office13;1224;20822.18
27.08.2018;12:00;office2;1225;45647.33
13.11.2018;11:00;office14;1226;73896.46
26.03.2018;12:00;office10;1227;16039.37
16.08.2018;04:00;office4;1228;64863.43
06.06.2018;11:00;office11;1229;65672.24
17.11.2018;18:00;office9;1230;12464.14
17.08.2018;17:00;office5;1231;54917.28
31.01.2018;11:00;office3;1232;23581.33
08.10.2018;10:00;office6;1233;38314.41
19.09.2018;01:00;office4;1234;31065.46
19.03.2018;07:00;office10;1235;73024.25
08.10.2018;22:00;office10;1236;30061.12
18.09.2018;21:00;office15;1237;29041.23
22.01.2018;19:00;office7;1238;94760.28
16.08.2018;07:00;office1;1239;40729.33
17.08.2018;23:00;office3;1240;57937.38
24.05.2018;12:00;office6;1241;40328.12
12.01.2018;23:00;office1;1242;61799.36
18.04.2018;01:00;office15;1243;31464.23
22.08.2018;01:00;office15;1244;15053.13
04.06.2018;20:00;office3;1245;42139.46
06.08.2018;08:00;office1;1246;87189.48
02.12.2018;05:00;office10;1247;52917.27
06.05.2018;15:00;office4;1248;37024.15
29.06.2018;04:00;office4;1249;81829.13
22.01.2018;22:00;office6;1250;74899.37
09.03.2018;02:00;office2;1251;84946.39
06.05.2018;05:00;office16;1252;51453.14
17.02.2018;09:00;office14;1253;74890.41
31.10.2018;19:00;office2;1254;27275.18
05.09.2018;11:00;office7;1255;32574.39
04.03.2018;05:00;office5;1256;85679.45
09.05.2018;19:00;office7;1257;70855.27
12.03.2018;15:00;office4;1258;74889.24
09.10.2018;12:00;office15;1259;49758.34
08.12.2018;04:00;office12;1260;56961.41
22.01.2018;21:00;office4;1261;42459.16
08.08.2018;21:00;office14;1262;50839.33
08.10.2018;10:00;office16;1263;15712.13
24.01.2018;10:00;office13;1264;99778.17
10.05.2018;09:00;office12;1265;43488.21
19.07.2018;19:00;office14;1266;68049.27
06.04.2018;08:00;office5;1267;97303.14
28.07.2018;22:00;office4;1268;84429.34
03.04.2018;09:00;office7;1269;18481.15
24.03.2018;22:00;office11;1270;49333.48
15.03.2018;11:00;office1;1271;51725.34
25.02.2018;00:00;office13;1272;79686.41
02.11.2018;23:00;office14;1273;47910.23
04.12.2018;04:00;office5;1274;69244.13
15.02.2018;23:00;office3;1275;87698.3
07.05.2018;20:00;office16;1276;95814.34
23.01.2018;07:00;office7;1277;44610.12
09.08.2018;00:00;office6;1278;73763.22
05.10.2018;16:00;office15;1279;57627.18
27.12.2018;14:00;office12;1280;69510.2
18.08.2018;23:00;office2;1281;79952.48
04.03.2018;09:00;office15;1282;71444.14
28.04.2018;02:00;office12;1283;34623.14
20.02.2018;00:00;office13;1284;63156.43
07.09.2018;22:00;office13;1285;36945.14
14.11.2018;04:00;office7;1286;78185.13
01.03.2018;09:00;office8;1287;29633.42
09.05.2018;22:00;office16;1288;17698.23
18.08.2018;18:00;office12;1289;52000.43
03.04.2018;13:00;office10;1290;61833.12
23.05.2018;17:00;office11;1291;45306.17
15.04.2018;03:00;office1;1292;76448.24
08.11.2018;16:00;office13;1293;36793.21
03.09.2018;02:00;office15;1294;69664.42
31.01.2018;15:00;office11;1295;27710.33
11.05.2018;00:00;office13;1296;70171.43
08.09.2018;08:00;office4;1297;97426.12
14.05.2018;08:00;office3;1298;98427.12
22.07.2018;15:00;office1;1299;14726.15
08.01.2018;12:00;office5;1300;88909.12
23.03.2018;23:00;office10;1301;44728.38
21.06.2018;12:00;office12;1302;13338.5
24.08.2018;03:00;office3;1303;29003.13
09.12.2018;07:00;office4;1304;16940.24
13.07.2018;19:00;office10;1305;20149.23
16.05.2018;04:00;office14;1306;22876.41
04.04.2018;19:00;office15;1307;89338.22
27.06.2018;14:00;office7;1308;58577.22
12.11.2018;10:00;office4;1309;16124.14
13.08.2018;11:00;office8;1310;15323.44
28.01.2018;23:00;office5;1311;23337.44
09.11.2018;19:00;office3;1312;28835.46
10.03.2018;19:00;office13;1313;19488.34
13.06.2018;16:00;office6;1314;21401.38
